Asset_ID,Asset_Type,Status,Department,Assigned_To,Acquisition_Date,Asset_Age,Warranty_Expiry_Date,Days_to_Warranty_Expiry,Warranty_Status,License_Expiry_Date,Maintenance_Cost,Repair_Count,Repair_Intensity,Is_High_Cost,Vendor_Name,Location,Compliance_Status,OS_Version,P_High_Cost,Age_Norm,Repair_Norm,Warranty_Exp,Risk_Score,Risk_Level
ASSET_0234,Server,In Use,Operations,,2023-06-17,2.8,2027-12-17,605,Active,2025-05-17,1264.59,4,1.43,1,HP,Taichung,At Risk,Ubuntu 22.04,0.8574279,0.4444444444444444,0.04766666666666666,0,0.44,Medium
ASSET_0235,Laptop,Stock,Finance,User_197,2022-06-25,3.8,2026-06-25,65,Active,2023-09-25,332.85,2,0.53,0,Apple,Taipei,Non-Compliant,macOS 13,0.5551619,0.6031746031746031,0.017666666666666667,0,0.35,Low
ASSET_0236,Desktop,In Use,IT,User_016,2022-08-22,3.7,2025-08-22,-242,Expired,2025-04-22,1163.83,5,1.35,1,HP,Hsinchu,At Risk,Windows 11,0.70603085,0.5873015873015873,0.045000000000000005,1,0.61,Medium
ASSET_0237,Laptop,In Use,Operations,User_169,2024-04-22,2.0,2027-04-22,366,Active,2025-11-22,186.44,1,0.5,0,HP,Taipei,Compliant,Windows 11,0.13607168,0.31746031746031744,0.016666666666666666,0,0.12,Low
ASSET_0238,Server,In Use,IT,,2024-10-04,1.5,2029-04-04,1079,Active,2025-10-04,770.28,1,0.67,0,HP,Hsinchu,Compliant,RHEL 9,0.3935358,0.2380952380952381,0.022333333333333334,0,0.21,Low
ASSET_0239,Desktop,In Use,Operations,User_385,2022-07-22,3.7,2025-07-22,-273,Expired,2024-01-22,266.63,0,0.0,0,Dell,Other,Non-Compliant,Windows 11,0.40946332,0.5873015873015873,0.0,1,0.48,Medium
ASSET_0240,Laptop,In Use,R&D,User_244,2021-08-30,4.6,2024-08-30,-599,Expired,2023-02-28,396.11,4,0.87,0,Dell,Hsinchu,Non-Compliant,Windows 10,0.81130075,0.7301587301587301,0.029,1,0.68,Medium
ASSET_0241,Desktop,Retired,Finance,,2020-05-24,5.9,2023-11-24,-879,Expired,2023-04-24,3728.35,3,0.51,1,HP,Other,Non-Compliant,Windows 11,0.8305941,0.9365079365079366,0.017,1,0.72,High
ASSET_0242,Laptop,In Use,HR,User_034,2024-12-25,1.3,2028-06-25,796,Active,2027-08-25,109.7,1,0.77,0,HP,Taipei,Compliant,Windows 10,0.13884747,0.20634920634920637,0.025666666666666667,0,0.1,Low
ASSET_0243,Laptop,In Use,Sales,User_289,2025-04-18,1.0,2028-10-18,911,Active,2027-08-18,90.38,1,1.0,0,HP,Taichung,Compliant,Windows 11,0.20775358,0.15873015873015872,0.03333333333333333,0,0.12,Low
ASSET_0244,Desktop,In Use,Operations,User_182,2021-05-13,4.9,2024-05-13,-708,Expired,2023-06-13,475.71,8,1.63,0,Lenovo,Taipei,Non-Compliant,Windows 11,0.85028017,0.7777777777777779,0.05433333333333333,1,0.71,High
ASSET_0245,Desktop,In Use,IT,User_097,2022-04-05,4.0,2025-04-05,-381,Expired,2024-03-05,1317.15,6,1.5,1,Dell,Hsinchu,Non-Compliant,Windows 11,0.8645265,0.6349206349206349,0.05,1,0.68,Medium
ASSET_0246,Server,Stock,R&D,User_288,2025-11-01,0.5,2030-11-01,1655,Active,2028-05-01,145.68,1,2.0,0,Lenovo,Hsinchu,Compliant,Windows Server 2022,0.10880963,0.07936507936507936,0.06666666666666667,0,0.07,Low
ASSET_0247,Desktop,In Use,Operations,User_199,2022-04-17,4.0,2025-04-17,-369,Expired,2023-08-17,896.33,2,0.5,0,Dell,Other,Non-Compliant,Windows 11,0.66500515,0.6349206349206349,0.016666666666666666,1,0.6,Medium
ASSET_0248,Desktop,In Use,Finance,User_047,2024-03-26,2.1,2027-03-26,339,Active,2025-05-26,214.22,1,0.48,0,Lenovo,Taipei,At Risk,Windows 11,0.10674976,0.33333333333333337,0.016,0,0.11,Low
ASSET_0249,Desktop,In Use,R&D,User_269,2022-05-18,3.9,2025-11-18,-154,Expired,,449.75,1,0.26,0,Dell,Taipei,Non-Compliant,Windows 11,0.57513,0.6190476190476191,0.008666666666666666,1,0.56,Medium
ASSET_0250,Desktop,In Use,HR,User_078,2024-12-21,1.3,2027-12-21,609,Active,2026-10-21,162.13,0,0.0,0,Dell,Taichung,Compliant,Windows 11,0.0887118,0.20634920634920637,0.0,0,0.08,Low
ASSET_0251,Desktop,In Use,Finance,User_044,2021-03-06,5.1,2024-09-06,-592,Expired,2022-05-06,1468.53,6,1.18,1,Lenovo,Taichung,Non-Compliant,Windows 10,0.8774561,0.8095238095238095,0.03933333333333333,1,0.72,High
ASSET_0252,Laptop,Stock,IT,,2023-04-27,3.0,2026-04-27,6,Active,2024-12-27,104.54,2,0.67,0,Apple,Taipei,At Risk,macOS 13,0.24892603,0.4761904761904762,0.022333333333333334,0,0.2,Low
ASSET_0253,Tablet,In Use,HR,User_066,2023-03-28,3.1,2026-03-28,-24,Expired,2024-05-28,172.64,3,0.97,0,Apple,Other,At Risk,Android 14,0.21732555,0.4920634920634921,0.03233333333333333,1,0.39,Low
ASSET_0254,Laptop,In Use,R&D,User_207,2024-10-12,1.5,2027-10-12,539,Active,,317.3,3,2.0,0,HP,Hsinchu,Compliant,Windows 11,0.17704786,0.2380952380952381,0.06666666666666667,0,0.13,Low
ASSET_0255,Monitor,In Use,Finance,User_015,2025-02-02,1.2,2028-02-02,652,Active,,31.49,0,0.0,0,Lenovo,Taichung,Compliant,Not Applicable,0.10493436,0.19047619047619047,0.0,0,0.08,Low
ASSET_0256,Server,In Use,IT,,2026-03-14,0.1,2031-03-14,1788,Active,2030-01-14,648.65,1,10.0,0,HP,Cloud,Compliant,Windows Server 2022,0.018862374,0.015873015873015876,0.3333333333333333,0,0.08,Low
ASSET_0257,Monitor,Stock,IT,,2021-10-04,4.5,2024-10-04,-564,Expired,,5554.21,3,0.67,1,HP,Taipei,Non-Compliant,Not Applicable,0.33620882,0.7142857142857143,0.022333333333333334,1,0.48,Medium
ASSET_0258,Server,In Use,Operations,,2022-02-11,4.2,2026-02-11,-69,Expired,2024-04-11,2901.06,3,0.71,1,Cisco,Taichung,Non-Compliant,Windows Server 2022,0.93213767,0.6666666666666667,0.023666666666666666,1,0.71,High
ASSET_0259,Tablet,In Use,Operations,User_216,2026-03-31,0.1,2028-03-31,710,Active,2028-03-31,50.9,0,0.0,0,HP,Taichung,Compliant,iPadOS 18,0.03958723,0.015873015873015876,0.0,0,0.02,Low
ASSET_0260,Desktop,In Use,Finance,User_040,2022-08-27,3.6,2026-02-27,-53,Expired,2025-07-27,2032.89,3,0.83,1,Lenovo,Taipei,Non-Compliant,Windows 11,0.5574378,0.5714285714285715,0.027666666666666666,1,0.54,Medium
ASSET_0261,Monitor,In Use,Operations,User_201,2021-04-21,5.0,2024-10-21,-547,Expired,,205.48,2,0.4,0,HP,Hsinchu,Non-Compliant,Not Applicable,0.2618472,0.7936507936507937,0.013333333333333334,1,0.47,Medium
ASSET_0262,Tablet,Stock,Operations,,2022-06-23,3.8,2024-06-23,-667,Expired,2023-08-23,2793.98,6,1.58,1,Apple,Taichung,Non-Compliant,Win 11,0.37021673,0.6031746031746031,0.05266666666666667,1,0.48,Medium
ASSET_0263,Desktop,In Use,Finance,User_277,2022-05-19,3.9,2025-05-19,-337,Expired,,1346.89,4,1.03,1,Dell,Taipei,Non-Compliant,Windows 10,0.68628496,0.6190476190476191,0.034333333333333334,1,0.61,Medium
ASSET_0264,Desktop,In Use,R&D,User_285,2021-09-26,4.6,2024-09-26,-572,Expired,,1621.36,6,1.3,1,HP,Cloud,Non-Compliant,Windows 10,0.8704309,0.7301587301587301,0.043333333333333335,1,0.7,Medium
ASSET_0265,Desktop,Stock,Finance,User_017,2021-11-18,4.4,2025-11-18,-154,Expired,,646.29,3,0.68,0,Dell,Taipei,Non-Compliant,Windows 11,0.73003745,0.6984126984126985,0.02266666666666667,1,0.64,Medium
ASSET_0266,Monitor,In Use,Operations,User_198,2021-12-24,4.3,2025-12-24,-118,Expired,,1582.95,4,0.93,1,Dell,Taichung,Non-Compliant,Not Applicable,0.34447306,0.6825396825396826,0.031000000000000003,1,0.48,Medium
ASSET_0267,Laptop,In Use,HR,,2024-01-10,2.3,2028-01-10,629,Active,2025-08-10,154.0,1,0.43,0,Dell,Other,Compliant,Windows 10,0.14748219,0.36507936507936506,0.014333333333333333,0,0.13,Low
ASSET_0268,Laptop,In Use,IT,,2023-09-13,2.6,2026-09-13,145,Active,2025-06-13,293.86,1,0.38,0,Dell,Taichung,At Risk,Windows 10,0.2985714,0.41269841269841273,0.012666666666666666,0,0.2,Low
ASSET_0269,Laptop,In Use,Sales,User_038,2025-06-18,0.8,2028-06-18,789,Active,2028-03-18,68.37,0,0.0,0,HP,Taichung,Compliant,Windows 11,0.14997584,0.126984126984127,0.0,0,0.09,Low
ASSET_0270,Tablet,In Use,R&D,User_354,2025-09-03,0.6,2028-03-03,682,Active,2028-03-03,75.01,0,0.0,0,Lenovo,Taipei,Compliant,iPadOS 18,0.10480498,0.09523809523809523,0.0,0,0.06,Low
ASSET_0271,Server,In Use,IT,,2022-03-02,4.1,2026-09-02,134,Active,2024-11-02,7119.38,8,1.95,1,Cisco,Cloud,Non-Compliant,Windows Server 2022,0.9669308,0.6507936507936507,0.065,0,0.53,Medium
ASSET_0272,Tablet,In Use,Finance,User_016,2024-03-11,2.1,2026-03-11,-41,Expired,2025-05-11,298.6,3,1.43,0,Lenovo,Taichung,At Risk,Android 14,0.1633571,0.33333333333333337,0.04766666666666666,1,0.34,Low
ASSET_0273,Laptop,In Use,HR,User_168,2021-10-29,4.5,2024-10-29,-539,Expired,2023-04-29,3483.1,6,1.33,1,Dell,Other,Non-Compliant,Windows 11,0.7981132,0.7142857142857143,0.044333333333333336,1,0.67,Medium
ASSET_0274,Server,In Use,Sales,,2022-07-11,3.8,2026-07-11,81,Active,2025-08-11,1361.06,3,0.79,1,Dell,Other,Non-Compliant,Windows Server 2022,0.94558704,0.6031746031746031,0.026333333333333334,0,0.5,Medium
ASSET_0275,Server,In Use,R&D,,2024-09-17,1.6,2028-09-17,880,Active,2025-09-17,640.9,3,1.88,0,HP,Taipei,Compliant,VMware ESXi,0.6354492,0.253968253968254,0.06266666666666666,0,0.32,Low
ASSET_0276,Server,In Use,R&D,User_270,2021-12-19,4.3,2025-12-19,-123,Expired,2024-06-19,2189.85,4,0.93,1,Dell,Hsinchu,Non-Compliant,Windows Server 2022,0.96051306,0.6825396825396826,0.031000000000000003,1,0.73,High
ASSET_0277,Laptop,In Use,Finance,User_002,2025-12-24,0.3,2028-12-24,978,Active,2026-12-24,66.43,0,0.0,0,Lenovo,Taipei,Compliant,Ubuntu 22.04,0.27131295,0.047619047619047616,0.0,0,0.12,Low
ASSET_0278,Monitor,In Use,Finance,User_199,2022-09-21,3.6,2025-09-21,-212,Expired,,689.13,4,1.11,0,HP,Taichung,Non-Compliant,Not Applicable,0.13791303,0.5714285714285715,0.037000000000000005,1,0.38,Low
ASSET_0279,Tablet,Stock,Sales,,2025-04-21,1.0,2028-04-21,731,Active,2027-01-21,61.48,3,3.0,0,Lenovo,Other,Compliant,Win 11,0.054277036,0.15873015873015872,0.1,0,0.07,Low
ASSET_0280,Server,Stock,HR,,2024-11-22,1.4,2028-11-22,946,Active,2027-10-22,4368.99,3,2.14,1,Dell,Cloud,Compliant,Ubuntu 22.04,0.8358217,0.2222222222222222,0.07133333333333333,0,0.39,Low
ASSET_0281,Server,In Use,R&D,,2025-12-22,0.3,2030-12-22,1706,Active,2027-06-22,509.24,1,3.33,0,Cisco,Taipei,Compliant,Windows Server 2022,0.030668288,0.047619047619047616,0.111,0,0.04,Low
ASSET_0282,Server,In Use,Sales,User_186,2021-03-09,5.1,2025-03-09,-408,Expired,2023-03-09,2729.56,6,1.18,1,Cisco,Other,Non-Compliant,RHEL 9,0.96452713,0.8095238095238095,0.03933333333333333,1,0.76,High
ASSET_0283,Desktop,In Use,IT,User_134,2024-02-20,2.2,2027-02-20,305,Active,2026-11-20,306.06,1,0.45,0,Lenovo,Cloud,At Risk,Windows 11,0.1370664,0.34920634920634924,0.015000000000000001,0,0.13,Low
ASSET_0284,Desktop,In Use,R&D,User_291,2025-10-27,0.5,2028-10-27,920,Active,2027-02-27,215.52,3,6.0,0,Lenovo,Taipei,Compliant,Windows 10,0.0539349,0.07936507936507936,0.2,0,0.08,Low
ASSET_0285,Tablet,In Use,HR,User_238,2021-02-09,5.2,2023-02-09,-1167,Expired,2022-02-09,443.86,5,0.96,0,HP,Taichung,Non-Compliant,Android 14,0.6093698,0.8253968253968255,0.032,1,0.62,Medium
ASSET_0286,Laptop,In Use,Sales,User_354,2021-09-28,4.6,2024-09-28,-570,Expired,2023-12-28,5274.21,5,1.09,1,HP,Other,Non-Compliant,Windows 11,0.8256399,0.7301587301587301,0.036333333333333336,1,0.68,Medium
ASSET_0287,Desktop,In Use,R&D,User_279,2024-04-14,2.0,2027-04-14,358,Active,,285.85,4,2.0,0,Lenovo,Hsinchu,At Risk,Windows 11,0.13141774,0.31746031746031744,0.06666666666666667,0,0.13,Low
ASSET_0288,Tablet,In Use,Sales,User_332,2025-02-28,1.1,2027-08-28,494,Active,2026-07-28,65.83,0,0.0,0,Lenovo,Taipei,Compliant,Android 14,0.057753403,0.17460317460317462,0.0,0,0.06,Low
ASSET_0289,Server,In Use,IT,,2022-02-14,4.2,2026-08-14,115,Active,2023-03-14,1432.83,3,0.71,1,Cisco,Cloud,Non-Compliant,VMware ESXi,0.9580655,0.6666666666666667,0.023666666666666666,0,0.52,Medium
ASSET_0290,Laptop,In Use,IT,User_094,2025-09-17,0.6,2028-09-17,880,Active,2027-06-17,181.64,1,1.67,0,HP,Hsinchu,Compliant,Windows 11,0.20644076,0.09523809523809523,0.05566666666666666,0,0.11,Low
ASSET_0291,Laptop,Stock,HR,User_046,2025-05-22,0.9,2028-05-22,762,Active,2028-01-22,46.4,0,0.0,0,HP,Taipei,Compliant,Windows 11,0.14997584,0.14285714285714288,0.0,0,0.09,Low
ASSET_0292,Laptop,In Use,Sales,User_067,2024-12-12,1.4,2027-12-12,600,Active,2026-04-12,76.42,0,0.0,0,Lenovo,Taipei,Compliant,Windows 11,0.12636912,0.2222222222222222,0.0,0,0.09,Low
ASSET_0293,Monitor,Stock,HR,,2024-10-14,1.5,2027-10-14,541,Active,,45.66,0,0.0,0,HP,Taipei,Compliant,Not Applicable,0.082093045,0.2380952380952381,0.0,0,0.08,Low
ASSET_0294,Laptop,In Use,Finance,User_006,2021-07-31,4.7,2024-07-31,-629,Expired,2023-08-31,2880.99,5,1.06,1,HP,Taipei,Non-Compliant,Ubuntu 22.04,0.823625,0.746031746031746,0.035333333333333335,1,0.69,Medium
ASSET_0295,Desktop,Stock,Operations,User_159,2022-08-27,3.6,2025-08-27,-237,Expired,2023-11-27,1716.02,4,1.11,1,Dell,Other,Non-Compliant,Ubuntu 22.04,0.6122369,0.5714285714285715,0.037000000000000005,1,0.57,Medium
ASSET_0296,Monitor,Stock,Sales,,2024-02-18,2.2,2027-02-18,303,Active,,72.63,1,0.45,0,HP,Taipei,Compliant,Not Applicable,0.055103246,0.34920634920634924,0.015000000000000001,0,0.09,Low
ASSET_0297,Monitor,Retired,Operations,,2024-01-26,2.2,2027-01-26,280,Active,,62.13,1,0.45,0,Dell,Taichung,Compliant,Not Applicable,0.052346062,0.34920634920634924,0.015000000000000001,0,0.09,Low
ASSET_0298,Server,In Use,Sales,User_315,2024-12-04,1.4,2029-12-04,1323,Active,2027-03-04,880.38,0,0.0,0,Cisco,Cloud,Compliant,VMware ESXi,0.30242375,0.2222222222222222,0.0,0,0.17,Low
ASSET_0299,Desktop,In Use,Operations,User_212,2025-08-16,0.7,2029-08-16,1213,Active,2027-11-16,227.36,1,1.43,0,HP,Hsinchu,Compliant,Windows 11,0.14446051,0.1111111111111111,0.04766666666666666,0,0.09,Low
ASSET_0300,Desktop,In Use,Operations,User_157,2021-03-19,5.1,2024-03-19,-763,Expired,2022-05-19,272.58,4,0.78,0,HP,Other,Non-Compliant,Windows 11,0.8394966,0.8095238095238095,0.026000000000000002,1,0.7,Medium
ASSET_0301,Monitor,Stock,IT,,2023-09-07,2.6,2027-03-07,320,Active,,71.53,1,0.38,0,Dell,Taipei,At Risk,Not Applicable,0.08397367,0.41269841269841273,0.012666666666666666,0,0.12,Low
ASSET_0302,Server,In Use,Operations,,2026-02-23,0.2,2030-02-23,1404,Active,2027-02-23,221.98,0,0.0,0,Dell,Cloud,Compliant,Windows Server 2022,0.036425762,0.03174603174603175,0.0,0,0.02,Low
ASSET_0303,Desktop,In Use,Operations,User_201,2024-05-14,1.9,2027-05-14,388,Active,2025-09-14,595.91,2,1.05,0,Apple,Hsinchu,At Risk,macOS 15,0.13302149,0.30158730158730157,0.035,0,0.12,Low
ASSET_0304,Laptop,In Use,Sales,User_210,2024-07-15,1.8,2028-01-15,634,Active,2025-12-15,244.84,2,1.11,0,Dell,Other,At Risk,Windows 10,0.1686606,0.28571428571428575,0.037000000000000005,0,0.13,Low
ASSET_0305,Desktop,Retired,Operations,,2020-02-16,6.2,2023-08-16,-979,Expired,,5810.82,11,1.77,1,HP,Taipei,Non-Compliant,Windows 11,0.9552697,0.9841269841269842,0.059000000000000004,1,0.79,High
ASSET_0306,Server,In Use,Operations,,2022-12-09,3.4,2027-06-09,414,Active,2024-02-09,1374.6,3,0.88,1,Lenovo,Other,Non-Compliant,Ubuntu 22.04,0.89968145,0.5396825396825397,0.029333333333333333,0,0.47,Medium
ASSET_0307,Laptop,In Use,Sales,User_328,2024-03-15,2.1,2027-03-15,328,Active,,188.96,1,0.48,0,Lenovo,Other,Compliant,Windows 11,0.15079698,0.33333333333333337,0.016,0,0.13,Low
ASSET_0308,Monitor,In Use,Operations,User_190,2022-06-17,3.8,2025-12-17,-125,Expired,,154.04,1,0.26,0,Lenovo,Other,At Risk,Not Applicable,0.47902417,0.6031746031746031,0.008666666666666666,1,0.51,Medium
ASSET_0309,Server,In Use,IT,User_136,2022-12-31,3.3,2026-12-31,254,Active,2025-01-31,1689.22,3,0.91,1,Cisco,Taipei,Non-Compliant,Ubuntu 22.04,0.9388439,0.5238095238095238,0.030333333333333334,0,0.49,Medium
ASSET_0310,Tablet,In Use,Sales,User_353,2026-03-29,0.1,2028-03-29,708,Active,2028-12-29,39.17,0,0.0,0,Apple,Taichung,Compliant,iPadOS 18,0.044407956,0.015873015873015876,0.0,0,0.02,Low
ASSET_0311,Server,In Use,R&D,User_247,2024-12-09,1.4,2028-12-09,963,Active,2026-12-09,665.63,3,2.14,0,Cisco,Hsinchu,Compliant,Windows Server 2022,0.6336558,0.2222222222222222,0.07133333333333333,0,0.31,Low
ASSET_0312,Laptop,In Use,R&D,User_274,2021-06-17,4.8,2024-12-17,-490,Expired,2023-02-17,2070.95,7,1.46,1,Lenovo,Hsinchu,Non-Compliant,Windows 11,0.880643,0.7619047619047619,0.048666666666666664,1,0.71,High
ASSET_0313,Laptop,In Use,HR,User_138,2026-03-19,0.1,2029-03-19,1063,Active,2027-05-19,64.82,0,0.0,0,Dell,Hsinchu,Compliant,Windows 11,0.085875355,0.015873015873015876,0.0,0,0.04,Low
ASSET_0314,Tablet,In Use,IT,User_218,2025-09-24,0.6,2027-09-24,521,Active,2027-06-24,111.35,0,0.0,0,Apple,Other,Compliant,iPadOS 18,0.123499386,0.09523809523809523,0.0,0,0.07,Low
ASSET_0315,Laptop,In Use,Finance,User_167,2024-01-07,2.3,2028-01-07,626,Active,2025-04-07,850.85,4,1.74,0,Lenovo,Taichung,At Risk,Windows 11,0.20669772,0.36507936507936506,0.058,0,0.17,Low
ASSET_0316,Desktop,In Use,IT,User_128,2024-09-03,1.6,2027-09-03,500,Active,2027-08-03,1310.35,5,3.12,1,Lenovo,Hsinchu,At Risk,Windows 11,0.59193844,0.253968253968254,0.10400000000000001,0,0.31,Low
ASSET_0317,Monitor,In Use,Finance,User_278,2023-06-27,2.8,2026-06-27,67,Active,,352.03,5,1.79,0,Lenovo,Taipei,At Risk,Not Applicable,0.23341706,0.4444444444444444,0.059666666666666666,0,0.19,Low
ASSET_0318,Tablet,In Use,HR,User_357,2023-07-25,2.7,2025-07-25,-270,Expired,2025-06-25,176.82,3,1.11,0,Apple,Other,At Risk,iPadOS 18,0.24296315,0.4285714285714286,0.037000000000000005,1,0.39,Low
ASSET_0319,Laptop,In Use,HR,User_201,2025-04-13,1.0,2028-04-13,723,Active,2027-11-13,339.32,0,0.0,0,Apple,Other,Compliant,macOS 14,0.14997584,0.15873015873015872,0.0,0,0.09,Low
ASSET_0320,Tablet,Stock,R&D,User_010,2024-04-25,2.0,2026-10-25,187,Active,2026-03-25,421.36,5,2.5,0,Lenovo,Hsinchu,At Risk,Android 14,0.12335367,0.31746031746031744,0.08333333333333333,0,0.13,Low
ASSET_0321,Laptop,Stock,Sales,User_219,2022-08-27,3.6,2025-08-27,-237,Expired,2023-11-27,304.7,1,0.28,0,Dell,Taipei,At Risk,Windows 11,0.4784348,0.5714285714285715,0.009333333333333334,1,0.51,Medium
ASSET_0322,Desktop,In Use,Operations,User_335,2025-02-25,1.1,2028-02-25,675,Active,2027-12-25,378.57,2,1.82,0,Dell,Taipei,Compliant,Windows 10,0.1478114,0.17460317460317462,0.06066666666666667,0,0.11,Low
ASSET_0323,Server,In Use,IT,,2026-01-09,0.3,2030-01-09,1359,Active,2027-09-09,294.84,0,0.0,0,Dell,Cloud,Compliant,Ubuntu 22.04,0.122695155,0.047619047619047616,0.0,0,0.06,Low
ASSET_0324,Tablet,In Use,Sales,User_344,2024-02-16,2.2,2026-02-16,-64,Expired,2025-02-16,215.77,3,1.36,0,Apple,Other,Non-Compliant,Android 14,0.11394087,0.34920634920634924,0.04533333333333334,1,0.32,Low
ASSET_0325,Monitor,Stock,Finance,,2021-05-11,4.9,2024-11-11,-526,Expired,,677.87,5,1.02,0,Apple,Hsinchu,Non-Compliant,Not Applicable,0.28262746,0.7777777777777779,0.034,1,0.48,Medium
ASSET_0326,Desktop,In Use,HR,User_049,2023-01-02,3.3,2026-01-02,-109,Expired,,134.63,3,0.91,0,Lenovo,Taipei,At Risk,Windows 10,0.49245128,0.5238095238095238,0.030333333333333334,1,0.51,Medium
ASSET_0327,Laptop,In Use,HR,User_117,2022-11-06,3.5,2026-05-06,15,Active,2024-01-06,433.37,3,0.86,0,Apple,Taipei,At Risk,macOS 15,0.49712697,0.5555555555555556,0.028666666666666667,0,0.32,Low
ASSET_0328,Desktop,In Use,Finance,User_166,2025-10-20,0.5,2028-10-20,913,Active,2027-07-20,157.76,2,4.0,0,Apple,Other,Compliant,macOS 15,0.073019445,0.07936507936507936,0.13333333333333333,0,0.07,Low
ASSET_0329,Tablet,In Use,Sales,User_315,2022-05-07,4.0,2024-05-07,-714,Expired,2023-08-07,363.91,2,0.5,0,Apple,Taichung,Non-Compliant,Android 14,0.41414973,0.6349206349206349,0.016666666666666666,1,0.5,Medium
ASSET_0330,Laptop,In Use,R&D,User_287,2025-02-02,1.2,2028-02-02,652,Active,2026-07-02,224.98,1,0.83,0,Apple,Hsinchu,Compliant,macOS 15,0.160323,0.19047619047619047,0.027666666666666666,0,0.11,Low
ASSET_0331,Tablet,In Use,Sales,User_321,2023-09-02,2.6,2025-09-02,-231,Expired,2024-10-02,260.82,1,0.38,0,HP,Other,At Risk,iPadOS 18,0.10355753,0.41269841269841273,0.012666666666666666,1,0.33,Low
ASSET_0332,Desktop,In Use,Finance,User_293,2022-03-22,4.1,2025-03-22,-395,Expired,2023-12-22,1344.76,4,0.98,1,Lenovo,Other,Non-Compliant,Windows 11,0.8027418,0.6507936507936507,0.03266666666666666,1,0.66,Medium
ASSET_0333,Desktop,In Use,Operations,User_266,2024-02-06,2.2,2027-08-06,472,Active,2025-11-06,600.88,6,2.73,0,Lenovo,Taichung,Non-Compliant,Windows 10,0.118159115,0.34920634920634924,0.091,0,0.14,Low
ASSET_0334,Tablet,Stock,Sales,User_186,2022-10-06,3.5,2024-10-06,-562,Expired,2024-01-06,393.52,3,0.86,0,Apple,Taipei,Non-Compliant,iPadOS 18,0.15282488,0.5555555555555556,0.028666666666666667,1,0.38,Low
ASSET_0335,Laptop,In Use,Sales,User_204,2023-01-14,3.3,2026-01-14,-97,Expired,2024-08-14,721.54,3,0.91,0,HP,Taipei,At Risk,Windows 11,0.48288897,0.5238095238095238,0.030333333333333334,1,0.5,Medium
ASSET_0336,Laptop,In Use,HR,User_060,2022-07-07,3.8,2025-07-07,-288,Expired,2024-09-07,886.23,3,0.79,0,Lenovo,Taichung,Non-Compliant,Windows 11,0.5338068,0.6031746031746031,0.026333333333333334,1,0.54,Medium
ASSET_0337,Laptop,In Use,Finance,User_099,2024-08-26,1.6,2027-08-26,492,Active,2025-11-26,217.64,2,1.25,0,HP,Taipei,At Risk,Windows 11,0.16170987,0.253968253968254,0.041666666666666664,0,0.12,Low
ASSET_0338,Laptop,In Use,HR,User_066,2025-01-04,1.3,2028-01-04,623,Active,2027-06-04,178.81,0,0.0,0,Lenovo,Taipei,Compliant,Windows 10,0.12636912,0.20634920634920637,0.0,0,0.09,Low
ASSET_0339,Desktop,In Use,IT,User_352,2022-06-14,3.9,2025-12-14,-128,Expired,2023-09-14,278.68,0,0.0,0,HP,Taipei,At Risk,Windows 11,0.47937796,0.6190476190476191,0.0,1,0.52,Medium
ASSET_0340,Server,Stock,R&D,,2022-03-06,4.1,2026-03-06,-46,Expired,2024-02-06,689.46,1,0.24,0,Dell,Hsinchu,Non-Compliant,Windows Server 2022,0.66408646,0.6507936507936507,0.008,1,0.6,Medium
ASSET_0341,Desktop,In Use,HR,User_322,2024-02-10,2.2,2027-02-10,295,Active,2025-07-10,981.95,7,3.18,1,Dell,Taipei,At Risk,Windows 11,0.6052317,0.34920634920634924,0.10600000000000001,0,0.33,Low
ASSET_0342,Desktop,Stock,Sales,User_355,2024-02-07,2.2,2027-02-07,292,Active,2025-05-07,219.14,0,0.0,0,HP,Taipei,Compliant,Windows 10,0.11923121,0.34920634920634924,0.0,0,0.12,Low
ASSET_0343,Tablet,In Use,Operations,User_092,2022-01-04,4.3,2024-01-04,-838,Expired,2023-09-04,395.23,1,0.23,0,Lenovo,Other,Non-Compliant,Android 14,0.4268585,0.6825396825396826,0.007666666666666667,1,0.51,Medium
ASSET_0344,Desktop,In Use,Operations,User_261,2022-07-26,3.7,2025-07-26,-269,Expired,2024-11-26,785.92,6,1.62,0,HP,Taichung,Non-Compliant,Windows 11,0.7160252,0.5873015873015873,0.054000000000000006,1,0.61,Medium
ASSET_0345,Laptop,Stock,HR,User_078,2021-01-03,5.3,2024-01-03,-839,Expired,2023-02-03,448.8,4,0.75,0,Apple,Other,Non-Compliant,macOS 15,0.79325455,0.8412698412698413,0.025,1,0.69,Medium
ASSET_0346,Laptop,In Use,Operations,,2025-01-13,1.3,2028-01-13,632,Active,2027-05-13,244.11,1,0.77,0,Lenovo,Taichung,Compliant,Windows 10,0.12719204,0.20634920634920637,0.025666666666666667,0,0.1,Low
ASSET_0347,Monitor,Stock,Operations,User_097,2023-11-26,2.4,2027-05-26,400,Active,,100.19,1,0.42,0,Apple,Taipei,Compliant,Not Applicable,0.051065266,0.38095238095238093,0.014,0,0.1,Low
ASSET_0348,Monitor,In Use,IT,User_332,2025-11-30,0.4,2028-11-30,954,Active,,58.26,1,2.5,0,HP,Hsinchu,Compliant,Not Applicable,0.060442287,0.0634920634920635,0.08333333333333333,0,0.05,Low
