Asset_ID,Asset_Type,Assigned_To,Department,Acquisition_Date,Warranty_Expiry_Date,Status,Maintenance_Cost,License_Expiry_Date,Vendor_Name,Location,Compliance_Status,OS_Version,Repair_Count
ASSET_0202,Laptop,,Operations,2022-06-21,2024-08-19,Retired,673.51,,Apple,Taichung,Non-Compliant,Win 11,2
ASSET_0203,Monitor,User_262,R&D,2026-01-28,2029-02-01,In Use,210.77,,HP,Taichung,Compliant,,1
ASSET_0204,Laptop,User_014,Finance,2021-12-25,2023-12-16,In Use,641.77,2022-12-23,Dell,Taipei,Non-Compliant,Win 10,2
ASSET_0205,Laptop,User_073,HR,2024-08-26,2027-09-29,In Use,311.29,2025-10-02,Lenovo,Hsinchu,At Risk,Win 10,0
ASSET_0206,Desktop,User_198,Operations,2025-03-11,2029-03-20,In Use,546.37,2027-03-13,Dell,Hsinchu,Compliant,Win 11,3
ASSET_0207,Monitor,User_133,IT,2026-04-04,2028-03-24,In Use,92.39,,Dell,Taipei,Compliant,,0
ASSET_0208,Desktop,,Operations,2024-05-07,2027-05-10,Retired,893.65,,Dell,Other,At Risk,macOS 13,4
ASSET_0209,Desktop,User_330,Sales,2024-12-14,2029-03-05,In Use,446.96,2026-01-01,HP,Taichung,At Risk,macOS 12,1
ASSET_0210,Laptop,User_196,Operations,2021-03-26,2023-04-03,In Use,712.39,2023-05-12,Apple,Taichung,Non-Compliant,Win 10,2
ASSET_0211,Tablet,User_207,Operations,2023-06-03,2025-07-04,In Use,189.78,2026-06-27,Lenovo,Hsinchu,Compliant,Win 10,1
ASSET_0212,Tablet,,Sales,2024-02-17,2026-02-20,Retired,,,Apple,Taichung,At Risk,Win 11,4
ASSET_0213,Laptop,User_059,HR,2025-08-20,2028-10-21,In Use,461.3,2026-09-04,Dell,Taipei,Compliant,Win 10,1
ASSET_0214,Tablet,User_312,Sales,2024-02-24,2025-03-10,In Use,121.65,2026-03-19,Apple,Other,Non-Compliant,Win 11,0
ASSET_0215,Server,User_148,IT,2023-05-24,2027-06-03,In Use,2625.35,2024-05-04,Dell,Cloud,At Risk,Windows Server 2022,2
ASSET_0216,Tablet,User_316,Sales,2024-04-23,2026-04-25,In Use,353.06,2027-06-09,Lenovo,Hsinchu,Compliant,Win 11,3
ASSET_0217,Server,User_097,IT,2022-05-19,2026-05-23,In Use,1748.08,2025-05-28,Cisco,Cloud,At Risk,RHEL 9,1
ASSET_0218,Tablet,User_211,Operations,2022-07-23,2023-08-11,In Use,229.42,2024-09-12,Cisco,Hsinchu,Non-Compliant,Win 10,1
ASSET_0219,Monitor,User_271,R&D,2022-02-15,2024-05-15,In Use,451.51,,Lenovo,Other,Non-Compliant,,4
ASSET_0220,Laptop,User_335,Sales,2022-01-27,2025-03-01,In Use,654.28,2023-03-15,Lenovo,Taichung,At Risk,macOS 13,2
ASSET_0221,Tablet,User_310,Sales,2022-01-20,2024-02-04,In Use,455.97,2023-03-19,Lenovo,Other,At Risk,Win 10,5
ASSET_0222,Desktop,User_181,Operations,2023-06-17,2026-06-27,In Use,377.85,2025-06-24,Apple,Hsinchu,At Risk,macOS 13,1
ASSET_0223,Laptop,User_090,IT,2025-10-23,2027-12-23,In Use,1181.61,2027-11-01,Dell,Taipei,Compliant,Win 11,3
ASSET_0224,Tablet,,Sales,2020-11-04,2022-11-07,Decommissioned,478.53,,Lenovo,Other,Compliant,Win 10,4
ASSET_0225,Server,User_191,Operations,2024-09-20,2027-12-08,In Use,1450.63,2026-10-13,Lenovo,Taipei,Compliant,RHEL 9,1
ASSET_0226,Desktop,,Finance,2025-08-22,2028-10-01,Stock,358.92,2028-08-18,Lenovo,Hsinchu,Compliant,macOS 13,1
ASSET_0227,Desktop,User_173,Operations,2023-08-16,2027-09-15,In Use,274.9,2025-08-16,Apple,Other,At Risk,macOS 14,0
ASSET_0228,Desktop,,Finance,2025-05-27,2028-07-11,Stock,,2026-06-25,Apple,Taipei,Compliant,macOS 13,0
ASSET_0229,Tablet,User_065,HR,2023-06-09,2024-07-25,In Use,218.95,2025-05-28,Dell,Taipei,At Risk,Win 10,1
ASSET_0230,Laptop,User_257,R&D,2022-07-27,2025-08-06,In Use,1067.43,2024-09-04,Apple,Hsinchu,At Risk,macOS 13,3
ASSET_0231,Monitor,,IT,2021-01-06,2024-02-20,Decommissioned,704.79,,Dell,Taichung,Compliant,,8
ASSET_0232,Server,,Finance,2022-04-12,2026-03-12,Retired,,,Cisco,Taipei,At Risk,Windows Server 2022,1
ASSET_0233,Monitor,User_255,R&D,2023-10-15,2025-10-07,In Use,302.9,,HP,Hsinchu,Compliant,,2
ASSET_0234,Server,User_205,Operations,2023-06-17,2028-07-27,In Use,1919.22,2025-07-20,HP,Taichung,At Risk,Ubuntu 22.04,1
ASSET_0235,Laptop,,Finance,2022-06-25,2024-08-11,Retired,258.23,,Apple,Taipei,Non-Compliant,macOS 14,0
ASSET_0236,Desktop,,IT,2022-08-22,2025-11-08,Retired,,,HP,Hsinchu,Non-Compliant,macOS 14,4
ASSET_0237,Laptop,User_169,Operations,2024-04-22,2027-07-18,In Use,681.4,2026-05-18,HP,Taipei,Compliant,Win 10,2
ASSET_0238,Server,,IT,2024-10-04,2029-12-01,Stock,1554.86,2026-10-07,HP,Hsinchu,Compliant,Windows Server 2022,1
ASSET_0239,Desktop,,Operations,2022-07-22,2024-10-05,Decommissioned,,,Dell,Other,Compliant,macOS 12,2
ASSET_0240,Laptop,User_244,R&D,2021-08-30,2024-11-09,In Use,1163.51,2024-10-15,Dell,Hsinchu,Non-Compliant,macOS 14,3
ASSET_0241,Desktop,,Finance,2020-05-24,2024-07-03,Decommissioned,800.59,,HP,Other,Compliant,macOS 12,3
ASSET_0242,Laptop,,HR,2024-12-25,2027-01-31,Decommissioned,,,HP,Taipei,Compliant,macOS 14,1
ASSET_0243,Laptop,User_327,Sales,2025-04-18,2028-04-05,In Use,516.69,2026-05-30,HP,Taichung,Compliant,Win 10,1
ASSET_0244,Desktop,User_182,Operations,2021-05-13,2024-07-13,In Use,611.21,2023-06-26,Lenovo,Taipei,At Risk,macOS 13,2
ASSET_0245,Desktop,User_097,IT,2022-04-05,2025-06-10,In Use,335.86,2024-03-22,Dell,Hsinchu,At Risk,macOS 14,1
ASSET_0246,Server,User_288,R&D,2025-11-01,2028-10-23,In Use,1043.45,2027-12-23,Lenovo,Hsinchu,Compliant,Ubuntu 22.04,0
ASSET_0247,Desktop,User_199,Operations,2022-04-17,2024-07-12,In Use,767.22,2023-05-29,Dell,Other,At Risk,macOS 14,4
ASSET_0248,Desktop,,Finance,2024-03-26,2027-04-16,Retired,,,Lenovo,Taipei,At Risk,macOS 14,1
ASSET_0249,Desktop,User_269,R&D,2022-05-18,2024-05-31,In Use,722.74,2024-07-07,Dell,Taipei,At Risk,Win 11,3
ASSET_0250,Desktop,User_078,HR,2024-12-21,2027-02-02,In Use,354.65,2027-01-26,Dell,Taichung,Compliant,Win 10,1
ASSET_0251,Desktop,User_044,Finance,2021-03-06,2025-02-03,In Use,,2023-04-21,Lenovo,Taichung,At Risk,macOS 12,3
ASSET_0252,Laptop,User_127,IT,2023-04-27,2025-06-25,In Use,824.71,2025-06-24,Apple,Taipei,At Risk,macOS 12,3
ASSET_0253,Tablet,User_066,HR,2023-03-28,2024-05-23,In Use,252.94,2025-03-22,Apple,Other,At Risk,Win 11,2
ASSET_0254,Laptop,,R&D,2024-10-12,2027-12-25,Decommissioned,703.96,,HP,Hsinchu,Compliant,macOS 14,2
ASSET_0255,Monitor,User_015,Finance,2025-02-02,2028-02-27,In Use,108.65,,Lenovo,Taichung,Compliant,,0
ASSET_0256,Server,,IT,2026-03-14,2030-03-03,Stock,3961.04,2028-04-25,HP,Cloud,Compliant,Windows Server 2022,3
ASSET_0257,Monitor,User_130,IT,2021-10-04,2024-09-11,In Use,187.92,,HP,Taipei,At Risk,,1
ASSET_0258,Server,User_225,Operations,2022-02-11,2026-03-23,In Use,2414.22,2023-03-25,Cisco,Taichung,At Risk,Windows Server 2022,2
ASSET_0259,Tablet,User_216,Operations,2026-03-31,2028-05-12,In Use,203.34,2027-05-04,HP,Taichung,Compliant,Win 10,1
ASSET_0260,Desktop,User_040,Finance,2022-08-27,2026-08-05,In Use,559.69,2023-09-25,Lenovo,Taipei,At Risk,macOS 12,3
ASSET_0261,Monitor,User_186,Operations,2021-04-21,2023-05-15,In Use,110.76,,HP,Hsinchu,At Risk,,0
ASSET_0262,Tablet,,Operations,2022-06-23,2024-08-30,Decommissioned,236.13,,Apple,Taichung,Compliant,Win 11,2
ASSET_0263,Desktop,User_028,Finance,2022-05-19,2025-06-26,In Use,594.28,2024-06-30,Dell,Taipei,At Risk,Win 11,3
ASSET_0264,Desktop,User_285,R&D,2021-09-26,2025-11-10,In Use,1176.4,2022-09-28,HP,Cloud,Non-Compliant,macOS 12,4
ASSET_0265,Desktop,User_017,Finance,2021-11-18,2024-10-23,In Use,558.43,2023-01-14,Dell,Taipei,At Risk,macOS 14,2
ASSET_0266,Monitor,User_198,Operations,2021-12-24,2023-12-15,In Use,177.84,,Dell,Taichung,At Risk,,2
ASSET_0267,Laptop,,HR,2024-01-10,2027-03-06,Retired,801.1,,Dell,Other,At Risk,macOS 14,2
ASSET_0268,Laptop,User_132,IT,2023-09-13,2026-10-22,In Use,816.67,2025-11-06,Dell,Taichung,At Risk,Win 11,2
ASSET_0269,Laptop,,Sales,2025-06-18,2028-07-30,Stock,549.77,2026-07-31,HP,Taichung,Compliant,macOS 12,1
ASSET_0270,Tablet,User_262,R&D,2025-09-03,2026-08-25,In Use,153.72,2026-09-26,Lenovo,Taipei,Compliant,Win 10,0
ASSET_0271,Server,User_120,IT,2022-03-02,2026-03-13,In Use,1652.26,2024-03-24,Cisco,Cloud,At Risk,Ubuntu 22.04,1
ASSET_0272,Tablet,User_016,Finance,2024-03-11,2026-03-23,In Use,100.62,2026-04-25,Lenovo,Taichung,Compliant,Win 10,0
ASSET_0273,Laptop,User_069,HR,2021-10-29,2023-10-31,In Use,410.51,2023-11-12,Dell,Other,Non-Compliant,macOS 14,1
ASSET_0274,Server,,Sales,2022-07-11,2027-07-17,Retired,2578.44,,Dell,Other,At Risk,Windows Server 2022,2
ASSET_0275,Server,,R&D,2024-09-17,2027-11-11,Retired,4147.99,,HP,Taipei,At Risk,Ubuntu 22.04,3
ASSET_0276,Server,User_270,R&D,2021-12-19,2027-01-25,In Use,5899.67,2025-01-05,Dell,Hsinchu,At Risk,Ubuntu 22.04,5
ASSET_0277,Laptop,User_002,Finance,2025-12-24,2029-01-29,In Use,485.73,2027-01-02,Lenovo,Taipei,Compliant,macOS 13,1
ASSET_0278,Monitor,,Finance,2022-09-21,2024-11-18,Retired,320.65,,HP,Taichung,At Risk,,3
ASSET_0279,Tablet,User_350,Sales,2025-04-21,2027-06-29,In Use,133.76,2027-05-25,Lenovo,Other,Compliant,Win 11,0
ASSET_0280,Server,,HR,2024-11-22,2028-02-10,Stock,,2026-12-19,Dell,Cloud,Compliant,RHEL 9,0
ASSET_0281,Server,User_252,R&D,2025-12-22,2029-03-16,In Use,1265.84,2028-12-02,Cisco,Taipei,Compliant,Ubuntu 22.04,0
ASSET_0282,Server,User_353,Sales,2021-03-09,2025-04-06,In Use,3616.17,2024-03-25,Cisco,Other,At Risk,RHEL 9,4
ASSET_0283,Desktop,User_134,IT,2024-02-20,2027-03-14,In Use,307.32,2025-02-28,Lenovo,Cloud,At Risk,macOS 13,0
ASSET_0284,Desktop,User_291,R&D,2025-10-27,2028-12-01,In Use,276.71,2027-11-30,Lenovo,Taipei,Compliant,macOS 14,0
ASSET_0285,Tablet,User_063,HR,2021-02-09,2023-02-25,In Use,233.8,2023-01-27,HP,Taichung,Non-Compliant,Win 10,2
ASSET_0286,Laptop,User_354,Sales,2021-09-28,2023-10-15,In Use,553.87,2023-09-18,HP,Other,Non-Compliant,macOS 12,1
ASSET_0287,Desktop,User_279,R&D,2024-04-14,2027-06-04,In Use,915.98,2025-04-30,Lenovo,Hsinchu,At Risk,macOS 14,3
ASSET_0288,Tablet,User_332,Sales,2025-02-28,2026-01-30,In Use,209.42,2027-04-26,Lenovo,Taipei,Compliant,Win 11,1
ASSET_0289,Server,User_136,IT,2022-02-14,2025-02-10,In Use,4855.03,2024-03-06,Cisco,Cloud,Non-Compliant,Ubuntu 22.04,6
ASSET_0290,Laptop,User_094,IT,2025-09-17,2028-08-23,In Use,311.68,2027-11-10,HP,Hsinchu,Compliant,Win 10,0
ASSET_0291,Laptop,User_046,HR,2025-05-22,2028-04-23,In Use,748.73,2026-07-06,HP,Taipei,Compliant,macOS 12,2
ASSET_0292,Laptop,,Sales,2024-12-12,2028-01-25,Stock,614.39,2026-12-31,Lenovo,Taipei,Compliant,macOS 12,2
ASSET_0293,Monitor,,HR,2024-10-14,2026-12-05,Stock,,,HP,Taipei,Compliant,,0
ASSET_0294,Laptop,User_006,Finance,2021-07-31,2024-09-19,In Use,415.23,2022-09-16,HP,Taipei,Non-Compliant,Win 11,1
ASSET_0295,Desktop,User_159,Operations,2022-08-27,2026-11-10,In Use,422.79,2024-09-20,Dell,Other,At Risk,macOS 12,2
ASSET_0296,Monitor,User_346,Sales,2024-02-18,2027-03-31,In Use,144.12,,HP,Taipei,Compliant,,1
ASSET_0297,Monitor,,Operations,2024-01-26,2027-03-03,Decommissioned,252.22,,Dell,Taichung,Compliant,,2
ASSET_0298,Server,User_315,Sales,2024-12-04,2029-01-21,In Use,,2025-11-14,Cisco,Cloud,At Risk,Ubuntu 22.04,3
ASSET_0299,Desktop,User_212,Operations,2025-08-16,2028-10-06,In Use,421.88,2026-10-13,HP,Hsinchu,Compliant,Win 10,1
ASSET_0300,Desktop,User_157,Operations,2021-03-19,2025-05-08,In Use,544.38,2022-04-01,HP,Other,At Risk,macOS 12,2
ASSET_0301,Monitor,User_144,IT,2023-09-07,2025-08-19,In Use,243.14,,Dell,Taipei,Compliant,,2
ASSET_0302,Server,User_172,Operations,2026-02-23,2029-03-08,In Use,820.17,2029-02-02,Dell,Cloud,Compliant,Windows Server 2022,0
ASSET_0303,Desktop,,Operations,2024-05-14,2027-08-06,Stock,428.34,2025-06-11,Apple,Hsinchu,At Risk,macOS 12,1
ASSET_0304,Laptop,User_328,Sales,2024-07-15,2027-06-30,In Use,487.22,2027-06-28,Dell,Other,Compliant,Win 11,1
ASSET_0305,Desktop,,Operations,2020-02-16,2024-02-23,Retired,979.17,,HP,Taipei,At Risk,Win 11,4
ASSET_0306,Server,,Operations,2022-12-09,2027-02-23,Retired,1120.42,,Lenovo,Other,At Risk,Ubuntu 22.04,0
ASSET_0307,Laptop,User_328,Sales,2024-03-15,2027-04-26,In Use,797.6,2025-03-24,Lenovo,Other,At Risk,macOS 12,2
ASSET_0308,Monitor,User_190,Operations,2022-06-17,2024-07-05,In Use,246.4,,Lenovo,Other,At Risk,,2
ASSET_0309,Server,User_136,IT,2022-12-31,2027-12-31,In Use,2934.04,2023-12-11,Cisco,Taipei,At Risk,RHEL 9,2
ASSET_0310,Tablet,User_353,Sales,2026-03-29,2027-03-15,In Use,242.43,2028-04-17,Apple,Taichung,Compliant,Win 11,1
ASSET_0311,Server,User_247,R&D,2024-12-09,2028-11-11,In Use,,2027-01-11,Cisco,Hsinchu,Compliant,Windows Server 2022,3
ASSET_0312,Laptop,User_274,R&D,2021-06-17,2024-07-30,In Use,1163.0,2023-07-15,Lenovo,Hsinchu,Non-Compliant,macOS 13,3
ASSET_0313,Laptop,,HR,2026-03-19,2028-06-14,Stock,,2028-05-16,Dell,Hsinchu,Compliant,Win 11,0
ASSET_0314,Tablet,,IT,2025-09-24,2027-12-13,Stock,,2027-09-13,Apple,Other,Compliant,Win 11,0
ASSET_0315,Laptop,User_037,Finance,2024-01-07,2027-03-14,In Use,463.7,2026-02-07,Lenovo,Taichung,At Risk,macOS 13,1
ASSET_0316,Desktop,User_128,IT,2024-09-03,2026-10-13,In Use,618.69,2025-08-14,Lenovo,Hsinchu,At Risk,macOS 14,3
ASSET_0317,Monitor,,Finance,2023-06-27,2026-08-03,Retired,255.73,,Lenovo,Taipei,At Risk,,2
ASSET_0318,Tablet,,HR,2023-07-25,2024-08-07,Retired,,,Apple,Other,Non-Compliant,Win 10,1
ASSET_0319,Laptop,,HR,2025-04-13,2028-03-21,Stock,,2026-06-07,Apple,Other,Compliant,Win 10,0
ASSET_0320,Tablet,,R&D,2024-04-25,2025-06-07,Stock,,2027-06-11,Lenovo,Hsinchu,Compliant,Win 11,0
ASSET_0321,Laptop,,Sales,2022-08-27,2024-10-14,Decommissioned,641.26,,Dell,Taipei,Compliant,Win 10,2
ASSET_0322,Desktop,,Operations,2025-02-25,2029-04-05,Stock,,2026-03-13,Dell,Taipei,At Risk,macOS 12,0
ASSET_0323,Server,,IT,2026-01-09,2029-02-04,Stock,,2029-01-06,Dell,Cloud,Compliant,RHEL 9,0
ASSET_0324,Tablet,User_360,Sales,2024-02-16,2025-05-15,In Use,111.1,2026-04-11,Apple,Other,At Risk,Win 11,0
ASSET_0325,Monitor,,Finance,2021-05-11,2024-05-19,Retired,383.24,,Apple,Hsinchu,At Risk,,4
ASSET_0326,Desktop,User_049,HR,2023-01-02,2026-12-28,In Use,569.62,2026-01-26,Lenovo,Taipei,At Risk,macOS 14,2
ASSET_0327,Laptop,,HR,2022-11-06,2025-01-09,Retired,524.95,,Apple,Taipei,At Risk,macOS 13,1
ASSET_0328,Desktop,,Finance,2025-10-20,2027-09-28,Stock,291.42,2027-12-08,Apple,Other,Compliant,macOS 14,1
ASSET_0329,Tablet,User_315,Sales,2022-05-07,2024-04-23,In Use,109.89,2025-04-20,Apple,Taichung,Non-Compliant,Win 11,0
ASSET_0330,Laptop,User_287,R&D,2025-02-02,2028-04-25,In Use,454.5,2026-02-03,Apple,Hsinchu,At Risk,Win 10,1
ASSET_0331,Tablet,User_321,Sales,2023-09-02,2024-11-07,In Use,264.15,2025-08-20,HP,Other,At Risk,Win 10,1
ASSET_0332,Desktop,,Finance,2022-03-22,2026-05-23,Decommissioned,300.93,,Lenovo,Other,Compliant,Win 11,1
ASSET_0333,Desktop,,Operations,2024-02-06,2026-03-20,Retired,,,Lenovo,Taichung,At Risk,macOS 13,2
ASSET_0334,Tablet,,Sales,2022-10-06,2023-11-16,Retired,393.46,,Apple,Taipei,Non-Compliant,Win 10,3
ASSET_0335,Laptop,,Sales,2023-01-14,2026-02-11,Decommissioned,587.88,,HP,Taipei,Compliant,macOS 12,1
ASSET_0336,Laptop,User_060,HR,2022-07-07,2024-09-02,In Use,253.87,2023-08-08,Lenovo,Taichung,Non-Compliant,Win 11,0
ASSET_0337,Laptop,,Finance,2024-08-26,2026-08-07,Retired,227.24,,HP,Taipei,At Risk,Win 10,0
ASSET_0338,Laptop,User_066,HR,2025-01-04,2028-02-27,In Use,250.82,2026-02-15,Lenovo,Taipei,At Risk,Win 10,0
ASSET_0339,Desktop,User_130,IT,2022-06-14,2026-06-27,In Use,805.62,2024-07-10,HP,Taipei,Non-Compliant,Win 11,4
ASSET_0340,Server,User_236,R&D,2022-03-06,2025-05-25,In Use,2275.68,2024-04-30,Dell,Hsinchu,At Risk,Windows Server 2022,2
ASSET_0341,Desktop,,HR,2024-02-10,2026-02-19,Retired,495.28,,Dell,Taipei,At Risk,macOS 13,2
ASSET_0342,Desktop,User_355,Sales,2024-02-07,2026-04-01,In Use,233.05,2026-04-02,HP,Taipei,At Risk,macOS 12,0
ASSET_0343,Tablet,,Operations,2022-01-04,2023-12-15,Retired,,,Lenovo,Other,Non-Compliant,Win 11,6
ASSET_0344,Desktop,User_194,Operations,2022-07-26,2026-10-17,In Use,297.08,2023-08-28,HP,Taichung,At Risk,Win 10,1
ASSET_0345,Laptop,User_078,HR,2021-01-03,2024-01-26,In Use,1101.69,2022-01-06,Apple,Other,Non-Compliant,macOS 14,4
ASSET_0346,Laptop,User_151,Operations,2025-01-13,2028-02-18,In Use,695.85,2027-01-19,Lenovo,Taichung,Compliant,Win 10,2
ASSET_0347,Monitor,,Operations,2023-11-26,2025-11-08,Retired,273.15,,Apple,Taipei,At Risk,,4
ASSET_0348,Monitor,,IT,2025-11-30,2028-11-29,Stock,204.46,,HP,Hsinchu,Compliant,,1
ASSET_0349,Desktop,User_142,IT,2024-12-04,2026-11-13,In Use,247.26,2026-12-02,Lenovo,Taichung,Compliant,Win 10,0
ASSET_0350,Tablet,,Operations,2024-07-11,2025-06-25,Stock,259.46,2026-08-19,Apple,Other,Compliant,Win 10,2
ASSET_0351,Tablet,,Operations,2024-06-27,2025-06-22,Stock,326.51,2026-08-14,Apple,Taichung,Compliant,Win 11,2
ASSET_0352,Server,User_092,IT,2021-02-27,2026-05-02,In Use,2809.82,2022-03-04,Dell,Taipei,At Risk,Windows Server 2022,3
ASSET_0353,Server,User_029,Finance,2021-05-30,2025-07-04,In Use,3753.32,2022-05-20,HP,Cloud,At Risk,Windows Server 2022,4
ASSET_0354,Laptop,,HR,2025-06-07,2028-07-11,Stock,662.01,2027-08-05,HP,Taichung,Compliant,macOS 12,2
ASSET_0355,Server,User_145,IT,2025-05-19,2028-06-28,In Use,881.31,2027-06-18,Cisco,Cloud,Compliant,RHEL 9,0
ASSET_0356,Server,,Operations,2024-08-29,2029-09-19,Decommissioned,1681.64,,Dell,Cloud,Compliant,Windows Server 2022,1
ASSET_0357,Laptop,User_041,Finance,2023-12-17,2026-03-15,In Use,,2025-01-26,Lenovo,Taichung,At Risk,Win 11,0
ASSET_0358,Tablet,,Sales,2025-01-27,2027-04-04,Stock,200.85,2027-03-15,Dell,Other,Compliant,Win 10,1
ASSET_0359,Tablet,User_346,Sales,2022-06-10,2024-09-01,In Use,213.83,2025-06-01,Apple,Taipei,Non-Compliant,Win 11,1
ASSET_0360,Desktop,User_055,HR,2025-10-29,2028-01-05,In Use,182.27,2027-12-14,HP,Taichung,Compliant,Win 11,0
ASSET_0361,Laptop,User_235,R&D,2021-04-09,2023-03-11,In Use,1781.58,2022-03-23,Dell,Hsinchu,Non-Compliant,macOS 13,5
ASSET_0362,Monitor,User_194,Operations,2024-06-10,2026-09-05,In Use,75.02,,Dell,Hsinchu,Compliant,,0
ASSET_0363,Server,,Operations,2024-03-29,2028-06-04,Stock,,2026-04-30,Cisco,Other,Compliant,Ubuntu 22.04,0
ASSET_0364,Tablet,User_304,Sales,2025-03-06,2027-05-17,In Use,124.64,2028-04-03,Lenovo,Other,Compliant,Win 10,0
ASSET_0365,Laptop,User_263,R&D,2025-07-19,2028-08-11,In Use,297.62,2027-08-18,Apple,Hsinchu,Compliant,macOS 13,0
ASSET_0366,Tablet,,Sales,2026-01-07,2027-03-07,Stock,,2026-12-23,Lenovo,Taipei,Compliant,Win 10,0
ASSET_0367,Laptop,,HR,2021-11-24,2024-12-02,Retired,1692.61,,Apple,Taichung,At Risk,macOS 13,6
ASSET_0368,Laptop,,IT,2025-08-17,2027-08-14,Stock,566.04,2026-08-08,Apple,Taichung,Compliant,macOS 12,1
ASSET_0369,Desktop,User_099,IT,2022-02-19,2025-02-28,In Use,213.5,2023-03-17,Dell,Taipei,Non-Compliant,Win 10,0
ASSET_0370,Laptop,User_034,Finance,2024-11-26,2027-11-01,In Use,262.01,2025-11-26,Apple,Taipei,At Risk,Win 10,0
ASSET_0371,Tablet,,HR,2025-04-04,2026-05-08,Stock,,2026-04-14,Apple,Other,At Risk,Win 11,0
ASSET_0372,Monitor,User_290,R&D,2025-11-10,2029-01-31,In Use,124.01,,Dell,Other,Compliant,,0
ASSET_0373,Laptop,User_315,Sales,2023-07-09,2025-09-12,In Use,496.95,2024-08-30,Lenovo,Taipei,At Risk,macOS 14,1
ASSET_0374,Server,User_121,IT,2025-09-13,2028-09-16,In Use,2156.43,2027-09-03,HP,Hsinchu,Compliant,Ubuntu 22.04,1
ASSET_0375,Monitor,User_306,Sales,2021-02-28,2023-03-03,In Use,227.3,,HP,Taipei,At Risk,,2
ASSET_0376,Tablet,User_112,IT,2021-11-09,2023-11-23,In Use,484.7,2023-10-21,Lenovo,Taichung,Non-Compliant,Win 10,3
ASSET_0377,Tablet,,R&D,2025-07-11,2026-08-13,Stock,,2026-09-08,Apple,Hsinchu,Compliant,Win 11,0
ASSET_0378,Laptop,,R&D,2024-10-14,2026-10-06,Stock,508.0,2026-11-17,Lenovo,Hsinchu,Compliant,macOS 12,1
ASSET_0379,Desktop,,Finance,2025-12-20,2030-02-27,Stock,507.28,2026-12-13,Lenovo,Taipei,Compliant,Win 10,2
ASSET_0380,Server,User_089,IT,2022-08-16,2026-10-14,In Use,3978.18,2024-08-15,Dell,Cloud,At Risk,Ubuntu 22.04,3
ASSET_0381,Tablet,,Finance,2022-11-12,2023-10-31,Retired,489.16,,Apple,Hsinchu,Non-Compliant,Win 10,4
ASSET_0382,Desktop,,HR,2023-10-21,2025-11-03,Retired,1146.47,,HP,Taichung,Non-Compliant,macOS 12,5
ASSET_0383,Laptop,User_105,IT,2024-08-30,2026-09-11,In Use,322.31,2025-09-23,Dell,Taipei,At Risk,macOS 13,0
ASSET_0384,Monitor,,HR,2024-02-12,2027-03-12,Stock,171.23,,Dell,Taipei,Compliant,,1
ASSET_0385,Laptop,User_303,Sales,2025-07-01,2027-08-30,In Use,413.93,2027-06-20,Dell,Hsinchu,Compliant,macOS 13,1
ASSET_0386,Tablet,,HR,2023-07-19,2025-06-25,Retired,357.41,,Apple,Taichung,At Risk,Win 11,3
ASSET_0387,Monitor,User_128,IT,2026-01-04,2028-01-06,In Use,181.58,,HP,Taichung,Compliant,,1
ASSET_0388,Laptop,,Finance,2024-11-24,2028-02-14,Decommissioned,,,Dell,Taipei,Compliant,Win 10,2
ASSET_0389,Monitor,,Operations,2025-03-13,2028-04-15,Stock,,,Lenovo,Taichung,Compliant,,0
ASSET_0390,Monitor,,HR,2022-03-08,2024-05-09,Retired,353.44,,Apple,Taipei,Non-Compliant,,4
ASSET_0391,Monitor,,HR,2026-02-06,2029-01-11,Stock,,,Dell,Other,Compliant,,0
ASSET_0392,Laptop,User_177,Operations,2022-09-28,2024-12-16,In Use,309.56,2024-11-03,Lenovo,Taichung,At Risk,macOS 12,0
ASSET_0393,Laptop,User_065,HR,2022-10-30,2024-10-13,In Use,1057.79,2024-10-19,Apple,Taichung,Non-Compliant,Win 10,4
ASSET_0394,Tablet,User_094,IT,2022-03-11,2024-04-24,In Use,,2023-02-21,Apple,Taipei,Non-Compliant,Win 11,2
ASSET_0395,Desktop,,Operations,2023-02-11,2027-02-12,Retired,580.35,,HP,Hsinchu,At Risk,macOS 14,2
ASSET_0396,Server,User_146,IT,2021-06-23,2025-05-28,In Use,2977.8,2023-06-12,HP,Hsinchu,At Risk,Ubuntu 22.04,2
ASSET_0397,Laptop,User_143,IT,2026-02-16,2028-05-15,In Use,1077.2,2029-02-13,Dell,Other,Compliant,Win 10,3
ASSET_0398,Desktop,User_274,R&D,2022-06-10,2024-07-24,In Use,440.41,2023-06-01,Lenovo,Other,Non-Compliant,macOS 12,1
ASSET_0399,Desktop,User_010,Finance,2021-09-20,2023-11-02,In Use,691.02,2023-09-17,HP,Hsinchu,Non-Compliant,macOS 13,3
ASSET_0400,Monitor,User_040,Finance,2026-01-01,2028-02-23,In Use,76.39,,Dell,Taichung,Compliant,,0
ASSET_0401,Desktop,User_198,Operations,2026-01-13,2027-12-31,In Use,274.74,2029-03-01,Apple,Hsinchu,Compliant,Win 11,0
ASSET_0402,Monitor,User_010,Finance,2022-06-01,2025-07-14,In Use,141.37,,Dell,Taipei,Compliant,,1
ASSET_0403,Server,,HR,2022-11-18,2026-11-21,Retired,2298.95,,Cisco,Taichung,At Risk,Windows Server 2022,3
